Idnumber,F1,F2,F2-F1,sylldur,o-dur,i-dur,s-dur,s:i-ratio,s-levelDiff,s-ampDiff,s-freqH,s-freqM,s-freqMH,s-var
760,-0.49854164,-0.30477082,-0.160120445,-0.383732843,-0.009066106,-0.754908319,-0.157271122,0.41738643,0.322598611,-0.063114387,-0.596846404,-1.224869181,-1.221706245,-0.06661119
761,1.923998032,0.908592899,0.345413572,-0.38059273,-1.449321259,-0.794347813,1.523519354,1.805817045,-0.977847514,3.550482104,1.260242243,1.171057772,1.165225557,1.223968729
762,-0.125843229,1.674605348,1.74343357,0.759268298,-0.055251267,-0.662134495,1.820698295,1.795297593,-0.174749337,0.133213865,1.902275753,0.408408219,0.405439258,-0.873489424
763,-0.04302136,1.04341109,1.075629374,1.963778712,3.28490301,-0.056283192,-0.311478342,-0.367025395,-1.220697666,-0.123527803,2.68640399,0.14901681,0.147021696,0.328106379
764,1.509888687,0.314167239,-0.135155802,-0.024605505,-0.755422508,0.388048215,0.565652965,-0.186987028,0.36132179,0.369807414,0.595395359,0.278712515,0.276230477,-0.93932617
765,0.681669995,0.173220948,-0.02905607,0.781318357,0.778394389,-0.773899953,0.978316781,1.337696098,-0.66720146,-0.276696223,2.809558634,1.115504432,1.109880783,0.189858029
766,0.826608266,1.098563987,0.869671071,1.435662497,0.302771334,1.515957065,1.145805965,-0.549603191,0.462774043,-1.076804367,-0.450108957,1.100118642,1.094552757,1.180339999
767,-1.306054864,0.118068052,0.513924911,0.501063269,1.351468834,1.279198749,-1.522745353,-1.575015215,0.66264778,-1.121794711,0.072643201,-0.629157416,-0.628230991,1.162696816
768,-1.057589257,-0.359923716,-0.047779553,-0.197173187,-0.368210045,0.18211338,-0.041465232,-0.377931245,1.428738974,1.134882283,-0.564827635,-0.208913147,-0.209564467,-0.917497232
769,-0.395014304,-0.672456795,-0.565795891,-0.179925654,-0.050415491,-0.697508687,0.206317641,0.624125437,1.152374522,-0.49370079,-0.334815248,-0.531425147,-0.530865644,0.351825524
770,0.785197332,-0.684712994,-0.934024372,1.235641916,0.302771334,1.663764153,0.700438822,-0.789419391,0.606438921,-0.475509473,-0.711485036,-1.191172135,-1.188135709,0.682643973
771,-0.622774444,1.417225166,1.631092677,0.005271747,-0.045019046,-0.645023822,0.487285361,0.766434406,-0.684677384,-0.648981619,-0.450108957,0.797495332,0.793065601,-0.749346195
772,1.903292565,-0.157696429,-0.73430723,-0.705248092,-0.540370664,-0.223810027,-0.458864008,-0.331089718,-0.91570918,-0.945676704,0.33401928,0.408408219,0.405439258,-1.061003621
773,-1.099000191,-0.721481592,-0.403525713,-1.543635181,-1.111938309,-1.370043072,-0.503364608,1.101833618,0.969771595,-0.916089857,-0.188732878,0.408408219,0.405439258,1.222311958
774,1.323539481,0.191605247,-0.20380857,-0.803699871,-0.442253478,-1.0441515,-0.19980551,0.797131447,0.046500373,-1.039594979,-0.711485036,0.321944416,0.319300071,-0.556589892
775,-0.063726827,-1.512006439,-1.520693479,-0.712313347,-1.148802337,0.041769458,0.049943575,-0.224022272,0.28329927,-0.332520081,-0.564827635,0.179203674,0.177095228,-0.596589047
776,1.861881631,1.288535074,0.751089018,-0.599546347,-0.89320707,-0.804723434,0.513046755,1.017782204,-0.679278249,-0.859041994,-0.711485036,1.273046248,1.266831132,-0.192169187
777,1.17860121,0.914720999,0.576336518,-1.44696126,-0.567212722,-0.238918387,-1.707168039,-1.125429599,0.789950653,-0.816990141,1.260242243,-0.898898606,-0.896959478,0.822787864
778,-0.72630178,-2.40670898,-2.232185799,0.250200563,0.09227493,-1.370043072,1.235208433,2.922774043,0.928677703,0.219676528,-0.188732878,-0.067142697,-0.068326273,-0.239315131
779,-0.622774444,-1.223985758,-1.058847587,0.628676539,0.074999297,0.575598177,0.62604377,-0.280603893,0.77861405,0.570506755,-0.711485036,-1.018244529,-1.015857334,-0.592363472
780,1.220012145,-0.5989196,-0.977712497,-0.695989377,-0.207227778,-1.246991851,-0.147600568,1.211351662,0.542331699,1.182127581,-0.596846404,-0.228043383,-0.228622881,-0.911906235
781,0.433204388,-0.341539417,-0.478419641,0.266870869,-0.478381628,-0.126485491,1.095246221,0.561343633,-2.18730922,1.714103245,-0.188732878,1.878292869,1.869805444,-0.464346134
782,-0.51038251,0.59274731,0.744299004,-0.196340081,2.230832202,-1.176325228,-1.155229172,-0.206787627,-1.227200549,-0.652361242,-0.063604367,1.307973821,1.325180695,1.311901016
783,-1.665448262,-0.345133843,0.434006132,0.354055884,0.225194418,0.164685532,0.26595204,-0.095861468,1.437940172,-0.488036628,-0.851628999,-0.19904566,-0.386496539,-0.407695763
784,-1.110563734,-0.03060053,0.464034474,0.170590562,-0.577060696,0.835190912,0.26595204,-0.484103022,1.034998048,-1.092466158,-0.777714029,0.86410159,0.474550925,-0.405944128
785,-0.125360593,-0.625354432,-0.491867762,-0.563270724,-0.577060696,-0.505819848,-0.207775031,0.070527769,-1.336030023,-0.450918505,0.305300962,0.777363192,1.478660623,1.069036764
786,0.169067932,0.587028522,0.439010855,-0.196340081,-0.978188253,1.505696292,-0.207775031,-0.999117328,0.460266726,-0.999883227,-0.875196091,-0.09435427,-0.301706539,0.144625543
787,0.067150365,-0.545291406,-0.506881934,-0.196340081,0.626321975,-0.505819848,-0.444638566,-0.137458778,-1.623489542,0.314672374,-0.506290762,1.232172303,0.772652955,0.261689624
788,1.879018211,-0.448072018,-1.22255743,-0.012874759,-0.577060696,1.505696292,-0.207775031,-0.999117328,-0.438857297,-0.982369526,1.116892686,-0.09435427,-0.301706539,0.567030244
789,0.384227238,-0.573885344,-0.672037817,-0.196340081,-0.577060696,0.835190912,-0.207775031,-0.761418417,1.699789866,0.770994425,-0.875196091,-0.624964899,-0.731450336,-0.743021224
790,0.237012976,-0.848387145,-0.847203149,0.720986527,0.225194418,0.835190912,0.502815575,-0.345445324,1.667677853,0.5140335,-0.875196091,-0.283858066,-0.455186466,-0.817639527
791,0.678655763,-0.225039305,-0.496872486,-0.196340081,0.225194418,0.164685532,-0.444638566,-0.59502918,0.835244917,0.090486662,-0.777714029,1.43364476,1.028081438,-0.224953082
792,0.13509541,-0.499541106,-0.496872486,-0.379805403,-0.175933139,-0.505819848,-0.207775031,0.070527769,-0.223402169,0.892956843,1.92848441,-1.003972492,-1.038410192,0.621358298
793,-0.136684767,-1.08857622,-0.892245663,-0.196340081,-0.175933139,0.835190912,-0.444638566,-0.900076115,0.037767392,1.047866108,-0.727633959,-1.307178566,-1.283978076,0.638846396
794,-0.521706684,-1.031388345,-0.672037817,-0.563270724,0.225194418,-0.505819848,-0.681502102,-0.345445324,-0.191386668,0.167776551,-0.851628999,-1.717827445,-1.616564344,0.32049219
795,1.505320468,-0.579604131,-1.172510193,-0.379805403,0.225194418,-0.505819848,-0.444638566,-0.137458778,-2.081398139,1.412024149,-0.580071828,1.459576858,1.110308797,-0.978861605
796,1.414727075,1.702192088,0.864412374,0.904451848,-0.978188253,0.835190912,1.450269716,0.209185466,-0.360707986,-0.769382043,-0.063604367,1.080569266,1.325180695,1.181946452
797,1.992259951,-0.03060053,-0.907259834,-0.563270724,-1.37931581,2.176201672,-0.681502102,-1.385378057,-0.794908041,-1.346344648,0.404925486,-2.021583802,-1.862577905,2.087794544
798,2.252715954,-0.413759293,-1.357684971,-0.012874759,-0.175933139,1.505696292,-0.444638566,-1.117966783,-1.293698933,-1.701249996,0.010176699,-1.837789195,1.355876681,2.285582702
799,-1.540882347,1.124594549,1.665168175,-0.563270724,-0.175933139,-1.176325228,-0.207775031,0.902473955,0.024790883,0.476730524,1.264454817,0.474157118,0.158733245,-0.48500228
800,-1.133212082,0.68424791,1.099634391,-0.563270724,-0.577060696,-1.176325228,0.029088504,1.17978935,0.747298794,0.001656733,-0.55596912,0.788162501,0.413047535,-0.157796544
801,-1.348371389,1.193219999,1.640144556,-0.930201367,0.626321975,-1.176325228,-1.155229172,-0.206787627,0.352992394,0.056925424,-0.432509696,0.625760155,0.281517187,-0.275298793
802,-0.555679207,1.839442989,1.855347677,-0.746736046,-0.175933139,0.164685532,-0.918365637,-0.927807654,-0.424852058,-1.199612924,-0.186394272,0.066741153,-0.171234673,1.11971358
803,-1.337047215,-1.122888946,-0.391773287,-0.012874759,-0.175933139,0.164685532,0.029088504,-0.262250706,1.151050205,-0.450127947,-0.334224211,-0.009197936,-0.232738063,-0.603932623
804,-1.495585651,1.993850252,2.40586729,0.170590562,0.225194418,-0.505819848,0.26595204,0.486500862,-0.473785154,-0.485976711,0.404925486,0.598314778,1.52010856,-0.506049707
805,-0.023443027,1.736504813,1.530040633,0.904451848,3.83534243,0.164685532,-1.155229172,-1.094196892,-0.840984387,-0.863651783,-0.063604367,0.815263951,0.434997114,1.099688191
806,0.746600807,1.599253913,1.069606048,-0.012874759,0.225194418,0.164685532,-0.207775031,-0.428639943,0.011118568,0.430217691,-0.334224211,0.408467055,0.105530584,-0.368547129
807,-0.952025298,0.741435785,1.069606048,-0.563270724,-0.577060696,-1.176325228,0.029088504,1.17978935,-0.940422357,-1.430931424,1.559579081,0.853164711,2.000492377,1.639668561
808,-0.770838513,-1.466016197,-0.9422929,-2.764854583,-1.37931581,-1.176325228,-2.339546849,-1.593364603,-0.439164284,-1.871895703,0.821768423,-2.292598306,-2.0820737,0.517463991
809,-1.80133835,0.970187286,1.64514928,0.170590562,1.428577088,-1.176325228,-0.207775031,0.902473955,1.332814524,-0.596964222,-0.875196091,0.663660915,0.312213172,-0.031953848
810,0.214364628,1.919506014,1.585092595,1.454847813,-0.175933139,1.505696292,1.450269716,-0.167171142,0.830252654,-0.293949736,-0.875196091,-0.359659585,-0.516578437,-0.306705738
811,-0.39714077,-0.470947169,-0.236626851,0.720986527,-0.577060696,0.835190912,0.976542646,-0.068129929,-1.31288887,1.102421834,0.183180577,-0.654680195,1.427853475,-0.732827914
812,-0.385816596,-0.333696268,-0.121518205,0.904451848,0.225194418,1.505696292,0.502815575,-0.642568962,-0.973244238,1.160021026,-0.875196091,1.459576858,0.956828869,-0.751619085
813,-0.555679207,-1.08857622,-0.707070884,-2.764854583,-1.37931581,-1.176325228,-2.339546849,-1.593364603,0.52318366,-1.695625164,2.887638265,-1.799888436,-1.683025888,-0.546237564
814,-0.034767201,-0.430915656,-0.361744945,-0.196340081,0.225194418,-1.176325228,0.029088504,1.17978935,-1.988110019,1.119135875,-0.777714029,1.357705671,0.874322962,-1.709392344
815,1.06367768,0.935874561,0.348925828,-0.563270724,-0.175933139,-0.505819848,-0.444638566,-0.137458778,-1.202683644,-1.866333793,2.031054821,0.294558421,2.196645853,2.103763941
816,1.00705681,0.232463696,-0.241631575,0.537521205,0.225194418,0.164685532,0.502815575,0.070527769,0.176736841,0.21188717,-0.875196091,0.853164711,0.4656931,0.601802003
817,-0.600975903,-1.923519198,-1.417741657,0.904451848,2.230832202,-1.176325228,0.26595204,1.457104746,0.861526877,0.286534906,-0.48205415,-0.009197936,-0.232738063,-0.35635766
818,-0.385816596,-0.196445368,-0.001404835,0.537521205,-0.175933139,0.164685532,0.73967911,0.236917006,0.191189673,0.927415482,1.190673752,0.284653322,0.005253317,-0.286811389
819,0.859842548,0.855811536,0.368944723,-0.563270724,-0.978188253,-1.176325228,0.26595204,1.457104746,0.043250874,0.803496968,2.474544639,-0.69264974,-0.786268575,-0.449345158
820,-1.053942864,0.043743708,0.504072264,0.904451848,-0.978188253,-0.505819848,1.923996787,1.942406687,0.087679862,2.018205907,-0.260309241,0.180649787,-0.078979587,-1.365481811
821,-0.306547378,0.878686686,0.904450164,1.638313135,1.829704645,0.835190912,0.73967911,-0.206787627,0.857287256,-0.218704587,-0.432509696,-0.776567936,-0.854234278,-0.997178059
822,0.542765675,-0.510978681,-0.687051989,0.720986527,-0.175933139,0.835190912,0.73967911,-0.206787627,0.655718303,-0.479183758,-0.875196091,0.019348008,-0.209618582,-0.652622769
823,0.486144805,-0.219320518,-0.406787459,-0.746736046,-0.577060696,-1.176325228,-0.207775031,0.902473955,-0.002375425,0.138953828,-0.211166499,0.360454841,0.066645288,-0.555683775
824,2.83024883,-0.751167757,-1.908204584,0.170590562,0.626321975,2.176201672,-0.918365637,-1.48937133,0.225390133,-0.297589365,-0.70379906,-0.274984749,-0.447999929,-0.087323366
825,-0.600975903,-0.013444167,0.253836077,0.904451848,-0.175933139,-1.176325228,1.687133252,3.120997118,1.418607934,1.305312143,-0.580071828,-0.132255029,-0.332402524,-1.752888849
826,-0.385816596,-0.95132532,-0.66202837,1.08791717,0.225194418,-0.505819848,1.450269716,1.526433594,1.31324013,1.465188774,-0.727633959,0.057248767,-0.178922596,-1.568848787
827,-0.148008941,-0.562447769,-0.426806354,1.454847813,0.225194418,0.164685532,1.687133252,0.902473955,1.109843648,1.989985998,-0.875196091,0.360454841,0.066645288,-1.109438196
828,0.89381507,-0.14497628,-0.521896105,1.08791717,0.225194418,0.835190912,0.976542646,-0.068129929,1.70178542,1.726934792,-0.70379906,0.066741153,-0.171234673,-1.463367296
829,0.214364628,1.976693889,1.635139832,1.821778456,1.027449532,0.835190912,1.450269716,0.209185466,1.169191541,-0.356479915,0.821768423,-2.216796787,-2.020681729,-0.408692208
830,-0.612300077,-1.397390746,-0.952302348,-0.012874759,0.225194418,-1.176325228,0.26595204,1.457104746,-0.512383376,-0.029018655,0.848415305,-0.806558374,-0.878523661,0.074636305
831,0.588062371,0.249620059,-0.041442625,-1.29713201,-0.978188253,-0.505819848,-0.918365637,-0.553431871,-0.892634106,-0.682818432,-0.851628999,1.395675215,0.997329743,1.725097578
832,0.531441501,-0.05347568,-0.281669365,-1.113666689,-1.37931581,-1.176325228,-0.207775031,0.902473955,-0.834170277,0.685957341,-0.875196091,1.459576858,0.987524854,0.182257937
833,-0.249926508,0.140963096,0.233817182,-1.29713201,-0.978188253,-1.176325228,-0.681502102,0.347843164,-0.02201184,-0.093160814,-0.55596912,0.180649787,-0.078979587,0.042664596
834,0.961760114,-1.80342466,-2.003294335,1.638313135,0.626321975,0.835190912,1.450269716,0.209185466,-1.433911357,1.430394206,0.600425225,-0.208056548,-0.393794495,-0.212382878
835,-0.623624251,-1.191514396,-0.767127569,-0.012874759,1.829704645,-0.505819848,-0.918365637,-0.553431871,-0.63317886,-0.619536419,1.809309911,-0.616710651,-0.724765185,0.646896606
836,0.282309672,0.890124261,0.654213977,-0.930201367,-1.37931581,1.505696292,-0.918365637,-1.355665693,-0.231828698,-0.057115146,0.552755426,0.408467055,0.105530584,0.262726003
837,-0.974673646,-1.094295008,-0.526900829,-2.214458618,-0.978188253,0.164685532,-2.339546849,-1.926143078,-0.725237375,-1.258765468,1.854703344,-0.435461103,-0.577970409,2.080710964
838,0.406875586,0.123806733,-0.071470967,1.638313135,0.225194418,0.164685532,1.923996787,1.068863192,1.496310525,0.782266706,-0.925543969,-1.717827445,-1.616564344,-1.267492929
839,-0.475051185,0.919863144,0.961564565,1.510918141,1.776677905,-0.406843539,1.013095367,0.828721689,0.410662823,-0.802384089,-0.69361343,-1.022419835,-0.954650574,0.596088829
840,-0.209677765,0.042461888,0.111964273,-0.865477382,-0.687550011,-0.406843539,-0.512196914,-0.25284996,-0.316832752,0.449767396,-0.31684328,0.631378101,0.484858924,-0.164456773
841,1.18702445,0.253038189,-0.20977785,-0.152558725,0.298141155,0.309554866,-0.512196914,-0.68547862,1.981635088,0.394782732,-0.491320732,-1.319162743,-1.212943456,-1.188636704
842,-0.586787363,0.258887531,0.433706395,0.085080827,0.298141155,-1.123241944,0.402978455,1.333455126,0.508914934,1.308370436,-0.055127102,1.498285142,1.23943776,-1.516835661
843,-1.494643803,1.071946029,1.459259412,-0.152558725,-0.194704428,1.025953272,-0.512196914,-0.973897727,0.183793951,1.251744184,-0.665798184,0.024543171,-0.043346261,-0.423884283
844,1.173057428,-1.507613665,-1.71794405,-0.627837829,-1.180395594,0.309554866,-0.207138458,-0.512427156,-0.129757429,0.242548242,0.873838898,-0.849352523,-0.804008205,0.519703308
845,0.418838232,-1.443270906,-1.391174707,0.560359932,0.790986738,1.742351677,-0.512196914,-1.179911374,-0.192112566,-1.184068448,-0.75303691,-0.929054575,-0.87338298,0.735565191
846,1.173057428,-0.162265072,-0.561683297,-0.390198277,-0.687550011,1.025953272,-0.512196914,-0.973897727,0.291280977,-0.948646292,-0.75303691,-1.015745279,-0.948840864,0.164187525
847,-0.097941587,0.902315119,0.810747945,0.32272038,0.790986738,1.025953272,-0.512196914,-0.973897727,1.070634142,0.726960217,-0.75303691,0.024543171,-0.043346261,-1.083611555
848,-0.251578831,1.300070355,1.207898378,-0.152558725,-0.687550011,0.309554866,0.097919998,-0.339375692,1.531508273,1.430340113,-0.084048636,0.015984035,-0.05079636,-1.012670137
849,0.237266944,-1.04551567,-0.983969833,-0.627837829,-0.687550011,1.025953272,-0.817255371,-1.11810728,-0.241750537,-1.153452688,-0.084048636,-0.633018384,-0.615705244,1.064986008
850,0.99148614,-0.747199243,-0.999051495,-0.627837829,-0.194704428,1.025953272,-1.122313827,-1.262316833,-1.494676144,-0.407133569,1.657565062,-0.546484728,-0.540384059,1.810133941
851,0.768013786,-2.414261629,-2.351373854,-0.627837829,-0.687550011,1.025953272,-0.817255371,-1.11810728,-0.320753347,-1.099368336,1.831726432,-0.762818867,-0.72868702,1.675673851
852,0.418838232,-0.969474227,-0.983969833,-0.865477382,-1.180395594,-1.123241944,0.097919998,1.045036019,-0.782681399,0.458362944,0.525516159,-0.979153007,-0.916989982,0.946426664
853,0.2093329,-0.010182187,-0.084097333,0.32272038,-0.194704428,1.025953272,0.097919998,-0.68547862,-1.259666392,-0.297977042,5.402034513,1.400522528,1.154342592,1.803940437
854,0.837848897,0.065859255,-0.244968395,0.560359932,0.790986738,1.742351677,-0.512196914,-1.179911374,2.161793227,0.141990787,-0.665798184,-1.102435983,-1.024298747,-0.753279372
855,3.142407552,-0.092072971,-1.210194763,-2.766593799,-0.687550011,-1.123241944,-2.647606108,-1.55073594,-0.439193797,-1.992550602,0.264274104,0.794786937,0.627094301,1.533501515
856,0.837848897,0.182846089,-0.144423981,0.560359932,-0.194704428,2.458750082,-0.207138458,-1.226264445,-0.391623691,-0.143299735,2.789613966,-0.849352523,-0.804008205,0.954464832
857,0.474706321,-1.326284072,-1.310739176,0.32272038,0.298141155,1.025953272,-0.207138458,-0.829688173,0.069728868,0.458444984,-0.432371375,-1.108953491,-1.029971758,0.185733558
858,0.390904188,-0.460581499,-0.536547193,0.085080827,1.283832322,0.309554866,-0.817255371,-0.858530084,-0.772165847,-0.38208162,-0.491320732,0.19792458,0.107569506,1.236756908
859,0.79594783,0.071708596,-0.224859512,1.273278588,-1.180395594,2.458750082,1.318153824,-0.68547862,1.064979219,-0.083338219,-0.69361343,-1.108953491,-1.029971758,0.171158882
860,1.075288273,-2.899756991,-2.879232025,-0.627837829,0.298141155,-0.406843539,-0.817255371,-0.46916429,-0.464320652,-1.710651457,-0.31684328,0.457996692,0.333943157,-1.12915791
861,0.139497789,-0.659459117,-0.616982724,-2.528954247,-1.180395594,-1.123241944,-2.037489196,-0.973897727,0.741879077,-1.775479882,-0.229604554,0.284615284,0.18302739,-1.195242118
862,0.99148614,0.422669099,0.006392639,-0.390198277,-0.687550011,1.025953272,-0.512196914,-0.973897727,-0.529460869,0.358504643,-0.75303691,1.324903734,1.088521993,-0.732158151
863,-0.949929939,1.463851923,1.60002159,0.085080827,0.790986738,-0.406843539,-0.207138458,-0.03653563,0.476641973,0.293097559,-0.69361343,0.448652314,0.325809563,-0.571960717
864,-1.60637998,1.516495998,1.881545948,-0.627837829,-0.194704428,0.309554866,-0.817255371,-0.858530084,0.023656056,0.021554637,-0.31684328,1.108176974,0.899877284,-0.142478467
865,-0.056040521,-0.08622363,-0.053934009,-0.152558725,0.298141155,-1.123241944,0.097919998,1.045036019,0.205548952,0.12778333,-0.084048636,0.621719625,0.476451932,-0.167716254
866,-1.243237404,1.364413114,1.620130473,1.273278588,0.790986738,-0.406843539,1.318153824,1.045036019,-0.323711588,0.43644944,-0.606532745,1.184188388,0.966039631,-0.978618665
867,-0.363315008,0.533806591,0.589550236,-0.152558725,-0.687550011,0.309554866,0.097919998,-0.339375692,0.694144358,1.159178175,-0.69361343,-0.849352523,-0.804008205,0.440738253
868,-0.991831005,0.024913863,0.378406968,0.797999484,-1.180395594,-1.123241944,2.233329192,3.063969765,0.14703822,1.058401336,-0.69361343,1.487056183,1.229663777,-0.886147535
869,-1.843819356,1.943497943,2.333995808,-1.578396038,-1.180395594,-1.123241944,-0.817255371,0.1797787,0.52290463,0.278244432,-0.75303691,1.194867678,0.975335168,-0.53443695
870,3.337945862,-0.665308459,-1.773243478,0.560359932,0.298141155,2.458750082,-0.512196914,-1.33442161,-0.051692585,0.629780045,1.427931242,-0.018802181,-0.081075203,0.262212769
871,0.530574409,0.194544772,-0.023770685,-1.578396038,-1.180395594,-1.123241944,-0.817255371,0.1797787,0.058955923,1.070038765,-0.31684328,0.327960636,0.220756332,-1.03247642
872,1.159090406,-0.12131968,-0.521465531,0.32272038,1.283832322,-0.406843539,-0.207138458,-0.03653563,0.191231997,0.869804918,0.090112734,-0.027282793,-0.088456952,-0.788415781
873,-0.572820341,0.656642767,0.77053018,1.035639036,2.269523488,-1.123241944,0.402978455,1.333455126,-0.946303554,-2.025157965,0.032111624,-1.362508095,-1.250672398,-0.715822079
874,1.564134049,1.311769039,0.564414133,0.560359932,2.269523488,-1.123241944,-0.207138458,0.756616913,-2.246824861,-0.534140747,0.699677528,1.789923979,3.075032798,0.570643362
875,-0.223644787,0.212092797,0.262780893,1.510918141,2.269523488,0.309554866,0.402978455,-0.166324228,1.489054126,1.459502937,-0.75303691,-0.365564997,-0.382906737,-1.393579366
876,-2.123159799,0.691738818,1.358714998,-0.152558725,-1.180395594,-1.123241944,1.013095367,1.910293339,1.656523696,1.218855158,-0.69361343,1.313988872,1.079021408,-0.735880316
877,-0.042073499,0.165298064,0.157209259,0.560359932,0.298141155,0.309554866,0.402978455,-0.166324228,1.425940873,0.770127442,-0.432371375,-0.676285212,-0.653365836,-0.397168744
878,0.79594783,1.370262456,0.891183476,-0.390198277,0.298141155,0.309554866,-0.817255371,-0.858530084,-2.948416006,-1.13383396,-0.665798184,2.841991057,2.484492839,3.230010252
879,-0.028106477,-0.524924258,-0.441030001,0.085080827,0.298141155,0.309554866,-0.207138458,-0.512427156,0.325196204,0.47043565,0.177193419,-1.022419835,-0.954650574,0.000403559
880,0.167431833,0.422669099,0.302998658,-0.390198277,1.283832322,-1.123241944,-0.817255371,0.1797787,-2.402734258,-1.997871331,1.427931242,-0.148838237,3.389987442,3.196248844
881,-0.628688429,-0.027730213,0.202454245,0.085080827,0.298141155,-1.123241944,0.402978455,1.333455126,1.070377612,0.201189222,-0.606532745,-0.5032179,-0.502723467,0.280813783
882,-0.447117141,-0.443033474,-0.219832291,-0.627837829,-1.180395594,-1.123241944,0.402978455,1.333455126,1.008189048,-0.166351902,-0.665798184,0.371305988,0.258485274,0.030421816
883,-0.405216075,-0.905131469,-0.632064386,1.748557693,1.283832322,0.309554866,1.318153824,0.352830164,-1.365056002,-1.027641575,-0.084048636,-1.108953491,-1.029971758,1.394846272
884,-1.48067678,-0.08622363,0.458842499,1.273278588,-0.194704428,-0.406843539,1.928270736,1.477664679,0.451771585,0.633617377,1.253453789,0.457996692,0.333943157,0.170837169
885,0.223299922,0.656642767,0.483978602,-0.627837829,-0.687550011,0.309554866,-0.512196914,-0.68547862,-0.078564163,-0.638990311,-0.665798184,0.718068805,0.560316808,0.197651809
886,0.376937166,-1.56025774,-1.476637458,-1.103116934,-0.194704428,-1.123241944,-0.817255371,0.1797787,-0.480784841,-0.078834268,-0.75303691,1.021486269,0.8244194,0.031135492
887,0.069662678,0.914013802,0.760475739,-0.390198277,0.790986738,1.025953272,-1.427372283,-1.406526386,0.31431924,-0.058325726,-0.51945206,0.578452798,0.43879134,-0.313443191
888,-0.028106477,0.533806591,0.46889694,0.085080827,-1.180395594,0.309554866,0.708036911,0.006727236,-0.203462853,0.368715618,-0.75303691,1.628321199,1.352624585,-0.050380595
889,0.237266944,-0.051127579,-0.129342319,0.085080827,0.298141155,-0.406843539,0.097919998,0.1797787,1.250819619,-0.118739056,-0.69361343,-0.459951072,-0.465062875,0.387620282
890,-0.209677765,1.458002581,1.328551674,0.085080827,-0.194704428,-1.123241944,0.708036911,1.621874233,0.075034567,1.707801839,-0.142365828,0.284615284,0.18302739,-0.886864337
891,-0.475051185,0.481162516,0.584523015,0.085080827,-0.687550011,0.309554866,0.402978455,-0.166324228,0.67225236,1.612613249,1.078976337,1.108176974,0.899877284,-1.689301143
892,-0.768358651,0.814574993,0.976646227,1.035639036,0.298141155,1.025953272,0.708036911,-0.397059513,0.792534896,1.372063602,-0.75303691,1.324903734,1.088521993,-1.141029163
893,-0.740424606,0.80287631,0.956537345,1.035639036,-0.194704428,0.309554866,1.318153824,0.352830164,0.482353602,1.05767041,0.351354789,1.530323011,1.267324369,-0.842952679
894,0.712145697,-0.033579554,-0.28518616,2.461476349,-0.687550011,0.309554866,3.453563018,1.564190411,-0.699232725,-1.163555767,-0.69361343,-1.411821286,-1.293595904,-1.741757628
895,0.069662678,0.539655933,0.438733616,-0.865477382,-1.180395594,-0.406843539,-0.207138458,-0.03653563,0.906689143,1.021960583,-0.51945206,-1.108953491,-1.029971758,-0.331499412
896,0.460739299,-2.496152413,-2.311156089,1.035639036,0.298141155,-0.406843539,1.318153824,1.045036019,-1.523100512,-2.321223133,0.003032049,-1.32528763,-1.21827472,-0.840023126
897,-0.963896961,1.358563772,1.514558839,0.085080827,-0.687550011,0.309554866,0.402978455,-0.166324228,1.174046197,0.869628392,-0.142365828,-0.322219645,-0.345177795,-1.583999989
898,-0.586787363,-0.343594665,-0.084097333,-0.865477382,-0.194704428,-0.406843539,-0.817255371,-0.46916429,-1.257446152,-1.488779182,0.293827803,-1.405853448,-1.28840134,0.233229804
899,0.684211653,0.861369727,0.494033043,0.797999484,2.762369071,-0.406843539,-0.512196914,-0.25284996,-0.219457763,-0.169321872,0.032111624,1.151522326,0.937606226,0.812520318
900,-0.321413942,-0.068675604,0.056664845,0.085080827,-0.194704428,-1.123241944,0.708036911,1.621874233,-0.038138203,-0.350038234,-0.665798184,-1.4491988,-1.326130282,-0.109018311
901,0.055695656,-0.6711578,-0.596873841,0.560359932,0.790986738,1.742351677,-0.512196914,-1.179911374,0.165269302,-0.619839653,1.951363598,-1.059090631,-0.986569805,0.543909336
902,-0.11190861,-1.022118303,-0.838180434,-2.053675143,-1.180395594,-1.123241944,-1.427372283,-0.397059513,-1.182234535,-1.594417328,-0.432371375,-1.411821286,-1.293595904,0.972030117
903,-0.195710742,-1.027967645,-0.81304433,0.085080827,-0.194704428,-1.123241944,0.708036911,1.621874233,0.857643838,0.041744867,-0.578559458,-0.538946406,-0.533822504,0.344804274
904,-0.544886296,1.259124963,1.278279467,-0.152558725,-1.180395594,-1.123241944,1.013095367,1.910293339,0.73171534,1.557723456,-0.606532745,1.184188388,0.966039631,-1.081503888
905,-1.243237404,-0.080374288,0.378406968,-1.340756486,-0.687550011,-1.123241944,-0.817255371,0.1797787,-0.572598914,0.993184608,1.078976337,-0.452255702,-0.45836462,-0.050436604
906,-1.396874647,-0.735500559,-0.129342319,-1.81603559,-1.180395594,-1.123241944,-1.122313827,-0.108640407,-0.518498554,-0.939295261,-0.171129321,-1.108953491,-1.029971758,0.367425167
907,1.242892539,-0.548321625,-0.918615964,1.510918141,0.298141155,1.742351677,1.013095367,-0.561870431,0.085388953,0.363316765,0.003032049,1.054387904,0.853057854,-0.691260845
