speaker_interval,amp_int,DRESS_F1_50,DRESS_F2_50,FLEECE_F1_50,FLEECE_F2_50,GOOSE_F1_50,GOOSE_F2_50,KIT_F1_50,KIT_F2_50,LOT_F1_50,LOT_F2_50,NURSE_F1_50,NURSE_F2_50,START_F1_50,START_F2_50,STRUT_F1_50,STRUT_F2_50,THOUGHT_F1_50,THOUGHT_F2_50,TRAP_F1_50,TRAP_F2_50
QB_NZ_F_483_240,-0.085412363,0.665235378,-0.424351532,-0.374317689,-0.012160901,-0.01082902,-0.378011847,-0.155683383,0.106816114,-0.076103964,0.291618961,0.483726163,-0.191516582,0.379924004,0.078011152,0.069948404,0.389540242,-0.268601587,0.032986358,-0.03188955,-0.070761984
QB_NZ_F_484_60,0.517711894,1.099902527,0.220177868,0,0,0,0,0.686654588,0.754752853,0.632182121,0.352192418,0.136378183,-0.445883102,-0.336184694,-0.559069772,-0.194615938,0.070394625,-0.331874324,-0.066728429,0,0
QB_NZ_F_484_120,0.759745165,-0.196350046,-0.110863308,-0.325373346,0.126560727,0,0,-1.071608884,0.251584284,0.075243033,-0.309383049,0.481078981,0.23877192,-0.834411462,0.515402056,0.215943712,-0.471868996,0.567464122,-0.40402359,-0.451898357,0.314316877
QB_NZ_F_484_180,0.47873438,-0.038953353,0.397127941,-0.338911118,0.633679899,-0.358255922,0.095916679,-0.150468247,-0.434554673,0.785340371,0.617978195,0,0,-0.404579076,-0.327815389,-0.235671903,-0.037608088,-0.106015409,0.204934208,-0.10478191,-0.420389592
QB_NZ_F_484_240,-0.053476126,0.464262036,0.098496836,-0.341245216,0.502501031,-0.053532494,0.303062678,0.032843323,-0.16637236,0.405984217,-0.109956171,-0.075765657,0.763840621,0.545576725,-0.702988724,-0.137386411,0.387652595,1.157718997,0.621012752,-0.33895893,-1.241180804
QB_NZ_F_484_300,-0.252343438,-0.09545473,-0.216477265,0.450014211,0.094281111,0.189422672,0.223876477,0.656102659,-0.580184166,0,0,0.650925819,0.459722018,0,0,-0.071448043,0.185147508,-0.557221088,0.527252003,0.406750715,-0.145021164
QB_NZ_F_484_360,-0.228935435,-0.350152344,0.394007915,0.195889225,-0.120462414,0,0,0.31514314,-0.072273303,-0.305660173,-0.121512075,0,0,-0.143628202,0.29214317,-0.095708386,0.211023158,0.16670539,0.172239713,-0.344484342,0.590419229
QB_NZ_F_484_420,-0.236213096,0.059041223,-0.439039154,-0.147748442,-0.398936275,0.511441213,0.193463871,-0.620204144,0.291772423,0.358353736,0.929987586,-0.806410123,-0.402678684,0.512431755,0.677772155,0.43801916,-0.475806595,0.303193827,-0.065267223,-0.354430084,0.419747408
QB_NZ_F_484_480,-0.376288462,0.022491894,-0.350786976,0.689726138,-0.520855179,0.531207057,-0.222813099,-0.031315726,0.38358435,-0.959735439,-0.85443649,0.023717945,-0.707472356,0.142575981,0.395469597,-0.541725461,-0.106909828,-0.816625942,-0.592153924,0.022679306,0.122396225
QB_NZ_F_484_540,-0.253164279,-0.342206838,0.342527478,-0.300223433,-0.201510776,-0.615211894,-0.445129955,0.402521655,-0.328693234,-0.482624287,-0.310538639,-0.730644466,-0.065481697,0.630280537,-0.104556503,-0.271573656,-0.69633892,-0.446596313,-0.669232566,1.235231037,-0.435882277
QB_NZ_F_491_60,0.19752747,-0.413544002,0.950531852,-0.467720098,0.102468965,0.325940546,0.276131272,-0.306471369,-0.294208169,0.455854064,0.219202908,0.402269594,0.553422149,0.077262269,-0.348673146,-0.615881053,0.448421456,0.069682951,1.327844742,0.094033036,-1.142476986
QB_NZ_F_491_120,-0.093200973,0.447686416,0.269500188,0.113117089,0.219330711,0.047010656,0.002756718,-0.107742748,0.070147573,0.19162276,0.237669465,0.317933539,-0.585740811,-0.662410338,0.632630442,0,0,-0.187412296,0.229066403,-0.547953744,-0.254395449
QB_NZ_F_491_180,-0.094262699,-0.172457957,0.808802232,0.306305825,-0.062474863,0.567359851,0.369400238,-0.102365463,-0.024900748,0.548437553,-0.646475051,0.047522697,0.171093317,0.5771946,0.179619499,0.210735396,-0.142365658,0.363048173,0.025592689,0.148498238,8.37E-05
QB_NZ_F_491_240,-0.288625007,-0.093745163,-0.511228537,0.128368831,-1.158013933,0,0,0.685307269,0.453553306,-0.021645853,-0.513022127,0,0,-0.505992116,1.497416152,-0.100247651,0.174629809,0.14664777,0.369690963,0.518139197,-0.466734712
QB_NZ_F_491_300,-0.463816036,0.994178104,-0.585046047,0.46644912,0.213471703,-0.123794727,0.761773128,-0.269232018,0.361109363,-0.549075536,0.56684327,0.156122101,0.058746385,-0.221182183,-0.051948777,0.140203158,-1.029383612,-0.290577905,0.176630127,-0.876937301,0.51297733
QB_NZ_F_491_360,-0.157914564,0.406193529,-0.621520582,0.162338621,0.279773448,-0.082268647,-0.283941974,0.068768779,-0.549447702,-1.145407387,1.065591459,0.058901371,0.588628069,-0.207926401,0.02729512,-0.526647086,-0.092631029,-0.234433356,-0.597996685,0.485551203,-0.15191511
QB_NZ_F_491_420,-0.046988116,-0.614476299,-0.383962413,-0.171158442,-0.404993351,0.02761876,-1.133011178,-0.622020349,0.0655096,0.0021418,0.164217459,-0.676696438,-0.052529467,-0.455998883,-0.577306462,-0.291252523,0.620464434,-0.290577905,-0.651386348,0.491137716,-0.198646145
QB_NZ_F_491_480,0.121594356,-0.046035571,0.210694306,-1.046015329,0.462819218,-0.426151594,-0.5742244,0.668876675,-0.044476606,0.010139373,0.259659726,-0.161644105,0.286956183,0.059082912,-0.333704854,-0.279784255,0.02040222,0.212968518,-0.296488095,0.252779818,-0.500348263
QB_NZ_F_491_540,-0.069032008,-0.004687258,0.255431439,-0.247840813,0.317235593,0.159483649,0.303239001,-0.001648054,-0.649779354,0.068583176,-0.193067607,-0.23627482,-0.447431842,0.509022009,-0.216599984,0.662782917,0.094250609,0.625056068,0.499108156,-0.600094534,0.28342137
QB_NZ_F_491_600,0.478805735,-0.4243389,0.503110896,-0.035333203,0.390006177,-0.530867829,0.053480333,0.281662336,0.125140676,0.359169255,0.092220835,0,0,0.877153998,-0.725521899,0.528931967,-0.710169345,-0.244238742,-0.045201355,-0.585197166,0.277518503
QB_NZ_F_491_660,0.258000969,-0.308799762,-0.146048972,0.021606635,0.069034405,0,0,0.075383694,-0.009842396,0.630463943,0.057515574,0,0,-0.048478287,-0.061340646,-0.014268271,0.287434707,0.305733946,0.073262032,-0.418526251,0.655246206
QB_NZ_F_491_720,0.291701966,0.63491042,-0.72747042,0.116506365,0.297875391,0,0,-0.017785244,0.251194145,-0.070861686,-0.944514878,0.354746896,-0.447524979,0,0,0.109478888,0.372437994,0.435344235,-0.200921206,0.769532292,0.662188704
QB_NZ_F_511_60,-0.880334357,-0.320665694,-0.007797463,0.073028471,-0.689160234,0.105333089,-0.346146435,0.713999101,1.311652304,-0.902492931,-0.557701931,0.492427701,0.006933597,0,0,-0.604745043,-0.000851251,0.451485526,0.386909505,0.004287709,0.333768711
QB_NZ_F_511_120,-0.43353955,0.151056568,-0.323472569,-0.193079415,-0.281146774,0,0,-0.544454164,0.055089783,-0.42298894,-0.632377623,-0.344106104,0.256543087,0,0,-0.167984734,0.392000913,0.067529886,0.163339105,-0.371315614,0.371489148
QB_NZ_F_511_180,0.218640868,-0.208683381,-0.148011542,-0.199127321,0.864569592,0.251084688,0.361743149,0.078802576,0.320551664,0.626792702,0.761445196,-0.055373396,-0.045233466,0,0,-0.335969468,-0.583248553,-0.533807673,-0.18886084,-0.561346884,-0.308450297
QB_NZ_F_511_240,0.387735989,0.453977778,0.38228309,0.65513947,0.206556814,0.099209072,-0.363000949,0.303270521,-0.654827448,0.414832128,-0.375847078,0.408378796,-0.452004487,0.758551092,0.093274881,0.259176447,0.240648552,-0.135059773,-0.261597785,0.616572578,-0.555233396
QB_NZ_F_511_300,0.762465875,0.051472875,-0.0262404,0.496381925,0.781388276,-0.494820556,0.287784536,-0.085170461,-0.059471193,0.236547534,0.089281681,-0.600208061,0.058110146,-0.072944349,0.158344625,0.28797383,-0.486915358,0,0,-0.236681546,-0.251469577
QB_NZ_F_511_360,0.042764047,-0.301700253,0.345402747,0.254465665,-0.190072341,0.039193707,0.059619698,0.589825344,-0.730600063,-0.370552294,0.207569623,0,0,0,0,0.067193894,0.811099971,0.263688128,-0.022118837,0.922715013,0.615528942
QB_NZ_F_522_60,0.292387704,-0.413759381,0.516879213,0.148464596,-0.460007173,1.085089933,-0.539842217,0.03323581,-0.777595916,0.515490157,-0.098094538,-0.160762267,-0.143907722,-0.275352725,-0.188196266,0.15903754,-0.808217094,-0.197290261,-0.109397483,-0.031643697,-0.219890562
QB_NZ_F_522_120,0.371253917,-0.367824782,-0.422800555,-0.354648894,-1.150560395,-0.307628589,0.308145961,-0.163117467,0.388036675,0.129990947,-0.449242332,0.029909259,0.5778066,0,0,0.115677616,1.100953741,-0.533122572,-0.122130206,0.732691186,-0.007853234
QB_NZ_F_522_180,0.051197219,-0.673576958,0.015910361,-0.325491519,-0.109654675,0.348645734,0.160611442,-0.061555428,-0.674102249,0.504369988,-0.367011519,1.013176151,0.218503518,0.677465863,-1.261131298,0.377727859,0.157072525,0.880724473,-0.44516412,0.086182539,0.306144408
QB_NZ_F_522_240,-0.222448908,0.053536829,-0.270955048,-0.029157376,0.481550636,0,0,0.488910828,0.231076493,-0.125772952,0.208604167,-0.2280581,-0.163489119,0.504841536,0.074269024,-0.396646547,-0.471253193,0,0,-0.198548686,-0.1859781
QB_NZ_F_522_300,0.190260892,0.518877033,0.258123376,0.18520884,-0.26933203,-0.660003155,0.136134124,-0.871614256,0.289233054,-0.392827444,0.026567271,-0.183194212,-0.454412721,0.365726638,0.225691307,0.02643684,-0.12391277,0,0,-0.718498057,-0.15498738
QB_NZ_F_522_360,-0.527527585,0.419327212,0.160235574,-0.40740986,0.409196633,0.747630693,0.112998029,0.103858225,0.780015707,0.081803546,0.050809905,-0.340217822,0.211354754,-0.629063356,0.786674812,0.061981895,0.473897782,0.18811397,0.8849676,0,0
QB_NZ_F_522_420,0.20030563,0.016239505,0.534957072,-0.224630801,0.856313893,-0.246102871,-0.181065091,-0.406866362,0.874550707,0.210132858,0.233996347,-0.295353933,0.065892953,-0.003215551,-0.143490639,0.713641231,0.222062321,-0.113506733,-0.443277791,-0.04895466,-0.021563462
QB_NZ_F_522_480,-0.15863585,-0.207053685,-0.449640643,0.61087677,-0.567492003,-0.734579783,-0.427179494,1.188673281,0.431341427,-0.553634712,0.262578059,0.164500925,-0.311748262,-0.206133755,0.436961445,-0.147675107,-0.111806827,0.745407425,0.217024125,0.233604938,0.735062734
QB_NZ_F_525_60,0.522620572,0.451867502,0.401058622,0.103411169,-0.357548959,-0.445556725,-0.43406501,0.522413606,-0.07684982,0.017124215,-0.348310603,-0.340772525,0.710644983,0,0,0.23160964,0.200205244,0.586683109,-0.422323203,0.490784958,0.996227992
QB_NZ_F_525_120,0.350591157,0.058939239,0.183165992,-0.00663207,0.184121441,0.748313904,-0.263434012,0.933643341,0.073069055,0.417208151,0.326388957,0,0,-0.306892149,-0.132292987,-0.519013198,0.129960221,-0.537115479,0.716993524,-0.057470156,0.298294754
QB_NZ_F_525_180,-0.03747689,-0.267989354,-0.190485823,-0.609624106,0.602379995,-0.10460897,0.429003027,-1.07034345,-0.09027539,-0.256863227,0.544387551,0.340772525,-0.710644983,0.221350372,-0.320345828,0.00670392,-0.293311074,0.717216515,0.460581126,-0.975805947,0.02931957
QB_NZ_F_525_240,-0.228152128,0.081041454,0.545639461,-0.108815078,-0.026502329,-0.092985751,-0.118640218,-0.628093857,-0.411530122,0.009340481,-0.146144309,0,0,-0.361127399,0.260759318,0.212633219,-0.095184085,-0.539278513,-0.373703571,0.223777597,-0.289881312
QB_NZ_F_525_300,-0.35890059,-0.079199603,-0.216871258,0.838342803,-0.678366621,-0.323236183,0.342105659,-0.580264356,0.068593865,-0.116756012,-0.314210264,0,0,0.567044976,0.104959725,0.001081277,-0.113195629,-0.215164954,0.167786813,-0.512993189,-1.003239194
QB_NZ_F_528_60,0.236040069,0.286736634,0.326373742,-0.000233884,0.438226741,-0.053925984,0.141093324,0.590899439,-0.287818253,-0.375104686,0.741925573,0.611449975,0.224592134,0.421561285,-0.127913278,0.901157228,-0.826186394,0.189117868,0.367509747,0.380329534,-0.36938004
QB_NZ_F_528_120,-0.007259056,0.096072668,-0.302979141,0,0,-0.487143454,0.066482973,0.122793964,0.294688024,-0.05426374,-0.205511361,0.037999716,0.626975775,-0.810194447,-0.215458487,-0.282512525,0.384930503,0.263252072,-0.01254076,0.17307652,0.516895896
QB_NZ_F_528_180,-0.257812701,0.046837922,0.274544681,0.196638245,-0.451691454,-0.187021827,0.373985651,0.053954924,0.28311623,0,0,0.300543208,-0.237818398,-0.017886882,-0.417785193,-0.077868909,-0.389904379,0.027163145,-0.610009772,0.279797195,-0.560585554
QB_NZ_F_528_240,-0.214956127,0.226593013,0.77409163,-0.021751242,1.017906952,-0.163949468,-0.001060093,0.580480557,-0.632835724,-0.234177012,-0.83386896,0,0,0.347981157,0.107486062,0.115576203,-0.13574273,-0.954829931,-0.983890629,0.089196432,-0.005018407
QB_NZ_F_528_300,-0.270025652,0.251977147,-0.062152437,-0.000701653,-0.54912114,0.864806302,-0.893582641,0.491175856,-0.367574614,0.017912302,-0.098477435,0,0,0.036993324,-0.344830852,-0.401722399,0.617109269,-0.056095269,0.715478069,-0.389274493,0.384646118
QB_NZ_F_528_360,-0.108320568,0.067111053,0.777925561,0.609736432,0.382507771,0.507049018,-0.398796874,-0.080799492,0.066812708,-0.081395609,0.343659801,0,0,-0.035773764,0.13472235,0.176264866,-0.472895938,0,0,0.201430352,0.213429887
QB_NZ_F_528_420,0.001739843,-0.40592866,-0.328944385,0.103042751,-0.306158408,0.545050551,0.32156153,-1.160961115,0.926685971,0.083239523,-0.025047183,0,0,0.402861363,-0.191626736,0.321664788,0.21048768,-0.106278423,0.071860067,-0.353832202,-0.084722514
QB_NZ_F_528_480,0.555085392,-0.225723055,-0.673524808,0.006314877,-0.101968252,-0.444509353,-0.23303872,-0.23814587,-0.524238894,0.64540735,0.440981554,0,0,0.28131187,0.638107302,-0.055284199,0.170582459,0.273028011,0.359753615,-0.976238207,0.307598814
QB_NZ_F_528_540,0.481065918,-0.305528394,-0.389800425,-0.262317975,0.427621656,-0.242485969,0.491883132,0.046778653,0.125561813,-0.470988187,-0.088326325,-0.117453667,-0.651986979,-0.237407705,0.027236287,-0.207005856,0.055316405,0.685246774,0.140466587,-0.405026622,0.632614451
QB_NZ_F_528_600,-0.232707428,-0.167156233,-0.451062172,-0.389885167,-0.070938112,0,0,-0.158143742,0.142919503,0,0,-1.005265212,-0.024163367,-0.389446202,0.390062543,-0.117063671,0.255009194,-0.29104367,0.476095607,-0.074231909,-0.918171636
QB_NZ_F_529_60,-0.271282662,-0.18154975,-0.07689804,0.040688623,0.366698116,-0.417308978,0.418190643,-1.18871452,-0.368544047,0,0,0.514673791,0.515748652,-0.274394893,-0.567268643,0.23789276,0.778952169,0.068025441,-0.279189419,0.280869202,-0.875525195
QB_NZ_F_529_120,0.169747882,0.41228339,-0.502132027,-0.08105432,-0.095837048,0.487982273,0.027350152,0.337178283,-0.614099197,0.705457209,-0.209348391,0.006875413,0.237510186,-0.731022349,-0.015904728,0.704769103,0.186563227,0.512116054,-0.518610578,-0.187246135,0.282622904
QB_NZ_F_529_180,-0.14009678,0.383951656,0.466820747,-0.335455091,-0.016214003,-0.403847398,-0.089492673,-0.301742349,-0.497238613,-0.550550904,-0.673061631,0.044935737,-0.242440451,-0.293774307,0.401329311,-0.126852538,-0.752083008,0,0,-0.568588872,0.262341484
QB_NZ_F_529_240,-0.217027238,-0.179283211,-0.272421377,-0.06678101,-0.139900287,-0.341026692,-0.820566572,0,0,-0.183925692,0.555931425,-0.047145691,-0.031296469,0.117409051,-0.348199945,-0.574907504,-0.961839897,0,0,0.111890983,-0.089027532
QB_NZ_F_529_300,0.242703957,0.058703352,0.888074019,-0.295153979,0.508421982,0.420674373,-0.174929338,0.337178283,0.260136308,-0.150819067,0.551560895,0.439044245,-0.403853059,0.145015278,0.459646648,0.378681378,-0.308133503,0.187390837,0.159884638,-0.417878569,0.150925372
QB_NZ_F_529_360,0.077888739,0.12533959,-0.223575667,0.237396432,-0.306582278,-0.662982812,-0.283982642,0.438653913,-0.075652964,-0.013838219,-0.092717674,-0.554944069,-0.333114466,0.840692217,-0.07534865,0.199533564,0.375118103,0.159153861,-0.027594303,0.518352104,0.142760125
QB_NZ_F_529_420,0.016910291,0.513522119,-0.340717951,0.875497376,-0.58340396,0.343270289,0.395305822,-0.091274376,0.436166808,0.212127631,-0.00874106,0,0,-0.059019126,0.094633133,0.102728431,0.460673022,0,0,-0.102757025,0.172260372
QB_NZ_F_529_480,-0.050696839,-0.552128828,0.460264276,0.057480753,-0.343639081,-0.330930507,-0.219111307,0.233018113,0.423910182,0,0,0,0,0,0,-0.860355216,-0.475110971,-0.380236544,0.707306915,0.504651168,-0.096665989
QB_NZ_F_529_540,0.067610271,-0.396115414,-0.070809889,-0.742944114,1.056420933,-0.02692316,0.827388605,0.840798075,0.882899671,0,0,-0.418418006,0.338259091,0.013653678,0.392581711,-0.132221646,0.446382938,-0.419704135,-0.277566225,0,0
QB_NZ_F_531_60,-0.244815155,-0.332850447,0.111685481,0.052798867,-0.020421897,0.295197235,0.245623173,0.301143952,0.080931649,0.069434605,-0.299228707,0.203551993,-0.148144147,0.522312456,-0.014088323,1.17581811,-0.249467015,-0.210672642,-0.34734074,0.380735624,0.540635359
QB_NZ_F_531_120,0.13999472,0.382184753,-0.651988485,-0.01303472,0.028783036,0.603812525,-0.434655241,-0.448713968,-0.061837855,-0.327334565,0.209926599,-0.88994825,0.327463815,0.114758589,-0.36629641,-0.080064414,-0.305599803,0.748721477,0.050903384,0.255527265,-0.275762467
QB_NZ_F_531_180,-0.12803736,-0.046033458,-0.143595618,0.032735297,0.088672469,-0.217372509,0.81908958,0.579852205,0.290023156,0.053563838,-0.491161597,0.541227393,-0.243684635,-0.637071045,0.380384734,-0.384309188,0.31666735,0.228557083,-0.485678172,0.388401442,-0.013451828
QB_NZ_F_531_240,0.253280711,0.500836882,0.368855995,-0.090198064,-0.197313016,-0.810450589,-0.758202292,0.198287335,-0.179546754,0.313447644,0.510488173,0.306116951,0.053973126,0,0,-0.813244442,0.142432547,-0.424376546,0.610840611,-0.614798599,-0.150852639
QB_NZ_F_534_60,-0.127240951,-0.003123958,-0.024407358,1.001960548,0.440317448,-0.216454238,0.374097644,0.127235338,0.162994592,0.261178342,0.590010705,0.317689761,0.582140681,-0.412632376,0.218516678,0.507653851,0.467093055,-0.074805896,0.788709736,0.570016965,-0.291014181
QB_NZ_F_534_120,-0.156473654,-0.698516909,0.124984539,-0.677977448,-0.213046033,-0.163445037,-0.375525497,0.456167604,0.73645002,0.032735291,0.420918282,-0.283995392,0.176047069,-0.350785838,0.225417204,0.433146034,0.40602198,0.384904346,-0.246515897,0.371683692,-0.664798699
QB_NZ_F_534_180,0.404964515,-0.325308113,0.271350081,-0.222273509,0.404224025,0.468247944,-0.284142867,-1.308981736,1.129064731,-0.485221488,-0.479962968,-0.539109897,-0.28733867,0,0,-0.034071782,-0.426155302,-0.85263343,0.044535951,-0.223316127,0.204026246
QB_NZ_F_534_240,0.091397174,0.084346854,-0.054120664,-0.964424865,-0.524732546,-0.110435836,-0.041407754,0.344113755,-0.740189207,-0.073214414,-0.08592283,0,0,0.236514693,-0.752157407,-0.458634449,-0.489910819,0.384904346,-0.499147647,-0.495068401,-0.253583009
QB_NZ_F_534_300,0.092829484,0.371126157,-0.792826454,0.033730221,0.686277113,0,0,-0.195672527,0.132061312,0.487016649,0.229701821,0.51022901,-0.390288888,0.180385738,-0.054820851,-0.219817949,-0.870766148,0.675559855,0.53254961,-0.098401855,0.83666577
QB_NZ_F_534_360,-0.178151051,0.100383169,-0.147937675,0.448871406,0.115030353,0,0,-0.057834245,0.069718855,0.460406026,-0.075891231,0.086642662,-0.517824233,0.299247055,-0.009584065,0.07236048,0.468818768,-0.178611435,-0.237342119,-0.302343524,0.227750229
QB_NZ_F_534_420,0.009156316,0.145090473,0.425785904,-0.0480007,-0.135392176,0,0,-0.275676566,0.438221471,-0.727216246,0.404535153,0,0,0,0,-0.339226199,0.566249663,-0.150490569,-0.224718372,0.341092441,-0.264127001
QB_NZ_F_534_480,0.033042546,-0.313645338,0.360489998,0.69851211,0.15494909,0.022087167,0.326978475,0.253747748,-0.925024055,0.503349096,-0.718894951,-0.091456143,0.437264041,0,0,0.253732718,0.15099991,0.064590113,-0.70943888,0,0
QB_NZ_F_537_60,0.440089998,0.532829651,-0.039860483,0.633586179,0.320441393,0.291813883,0.277021555,0.852598433,0.962523415,0.265376284,-0.114564526,0.467591556,0.944885985,0.912759554,0.166852668,0.698026881,0.124120976,0.088671554,-0.305577258,0.357460802,1.023084176
QB_NZ_F_537_120,-0.144254889,-0.322877057,0.350370595,0.462755294,-0.014931864,0.13106027,-0.128947941,0.981999384,0.855528238,-0.051382994,-0.001864522,0,0,0.11473713,-0.223852026,-0.230810538,0.097170984,-0.310350438,-0.592511872,0.672139354,-0.743115115
QB_NZ_F_537_180,0.686160954,0.262096964,0.774033912,-0.005651973,1.101575758,0.213484893,0.405849208,0.031490581,0.188216212,0.072986354,0.323391004,-0.03953398,-0.009454421,-0.40586119,-0.327141773,-0.001772986,-0.335151803,0.31668412,-0.524425693,0.188163936,-0.332345966
QB_NZ_F_537_240,0.196529447,0.713920541,-0.228273692,0.297435082,-0.010722158,0.061434502,0.468158008,0.278058211,-0.486979668,0.556178191,-0.018691259,0,0,0,0,0.6304174,-0.187769035,-0.422245493,-0.195612675,-0.007601402,0.429251771
QB_NZ_F_537_300,-0.363061329,-0.500581234,-0.707260367,-0.550596375,0.120246478,-0.682434922,-0.338608631,-1.024891727,-0.190490401,-0.34357845,-0.239522037,0,0,0.018837439,0.314705549,0.540438361,-0.373667834,1.190732291,1.045933407,0.713947065,0.272064185
QB_NZ_F_537_360,-0.241445362,-0.810712937,0.645567682,-0.722039557,-0.260498056,-0.956842363,-0.086005389,-0.091793234,-0.987041338,-0.587566408,0.056315474,-0.937909593,-0.000370762,-0.640472933,0.069435582,-0.742639353,0.380145899,-0.481359862,1.475200558,-0.581604707,-0.466330753
QB_NZ_F_537_420,0.066541076,-0.209155027,-0.162656052,0.706496632,-0.237278708,-0.064506227,0.019245961,-0.406119907,-0.059562092,-0.11429278,0.20592611,0.289007026,-0.226535349,0,0,-0.29391272,0.30940217,-0.62492333,-0.464715194,-0.533267587,-0.275931319
QB_NZ_F_537_480,-0.575757755,-0.507087494,-0.265037244,-0.881236798,-0.895695941,1.005989964,-0.616712771,-0.435529214,0.854824322,-0.436492905,-0.040605149,0.220844991,-0.708525453,0,0,-0.687132803,0.14433347,-0.582698781,-0.661408602,-1.020147131,1.238165018
QB_NZ_F_553_60,0.008386884,-0.702562856,0.479857226,-0.053423273,-0.054239988,-0.644292527,-0.075228024,0.878164849,-0.614430195,0.41370201,0.153434854,0.119946209,-0.397131279,-0.610655172,1.41026847,-0.195129625,-0.586033203,0.031810087,-0.603542047,0.968748992,-0.459812667
QB_NZ_F_553_120,-0.276132469,0.210657139,-0.827735706,1.157354601,0.144423255,0.903147361,-0.878523111,-0.184645776,0.544073476,0.623522557,-0.100325667,0,0,-0.361085513,0.335635928,0.144867541,-0.000511205,-0.437478045,-0.594507504,-0.110051083,-0.625574963
QB_NZ_F_553_180,0.097793195,-0.307116086,-0.136753941,-0.252900087,-0.039844101,0.025397845,0.460589644,-0.013589257,-0.078819968,0.357112177,-0.168411148,-0.561428896,-0.308656462,0,0,0.604225414,0.84332932,0.657289317,0.064581852,-0.096325891,-0.194592994
QB_NZ_F_553_240,-0.27237081,0.657142747,-0.139267262,-0.920915466,0.862298161,-0.54656162,0.212148421,-0.347997046,0.277764374,-0.138660005,-0.117395809,0,0,0.13071352,-0.350575213,0.059265417,0.047872265,-0.156191099,-0.169408486,0.375820706,0.47846448
QB_NZ_F_553_300,0.063779247,-0.047312323,0.287380553,-0.445882308,0.145574926,0.330984713,0.17792641,-0.66083014,0.294039455,-0.510842659,0.577797915,0,0,-0.918947103,-0.311733073,-0.211044386,-0.27801911,0.291383967,-0.704532242,-0.02605291,-0.138046158
QB_NZ_F_553_360,-0.150782205,-0.039752778,-0.02870707,-0.136925195,-0.039844101,0.123331934,-0.248549077,-0.278958019,-0.606692861,-0.313233107,0.163113178,0,0,0.840744846,-0.156032528,-0.10522156,0.034634172,-0.157620766,-0.138630522,-0.744154944,-0.492339608
QB_NZ_F_553_420,0.227105086,0.285071407,-0.069341244,-0.521961837,0.689547515,0.162343024,-0.167443021,-0.32642235,-0.120841692,0.255299293,-0.645546001,0.371178081,0.136482459,0.81335994,-1.291418161,-0.491722898,-0.230127675,0.563288724,0.348067652,-0.206127426,0.310825629
QB_NZ_F_553_480,-0.015326553,-0.066751152,-0.186146796,0.132136554,-0.130058327,-0.785707727,0.284572246,0.685191179,-0.090159163,0.109791713,0.353057303,0,0,0.431665168,0.245004268,-0.315695996,-0.312133557,-0.438550295,0.434047106,-0.430222375,-0.158085483
QB_NZ_F_553_540,0.238869276,-0.094087005,0.29328297,0.34089136,0.344046224,-0.08472721,0.051715896,0.234519749,0.173596237,-0.666743638,-0.536467794,-0.682383057,0.418244588,-0.186894925,0.577652339,0.393234265,-0.0185525,0.250549109,0.443384241,-0.571217528,0.453443756
QB_NZ_F_553_600,0.032229744,-0.417730012,0.476668998,0.03206679,-0.51614231,0.025601028,0.101706131,-0.076772295,0.274219685,0.207786614,0.122610387,0.33060804,-0.082442443,0.304904108,-0.225085222,0.364298336,0.781824908,-0.06826659,1.237732375,0.03543595,-0.026954143
QB_NZ_F_553_660,0.095316096,0.116162831,-0.28154193,0.030078649,-0.863288846,0.691837292,0.007603693,-0.063930214,-0.216891347,-0.506388345,0.492861766,-0.018143124,0.220181646,-0.137489167,-0.129805784,-0.174331926,-0.215161601,0,0,0.145237484,0.21199377
QB_NZ_F_556_60,0.152024707,-0.362013262,-0.1117473,0.276052031,0.351853106,0.195433672,-0.310750755,-0.462687735,0.292918764,-0.831522367,-0.412657651,0.714419058,0.493891017,-0.275892389,-0.381001752,0,0,-0.316568012,-0.262668556,-0.546670493,0.251399619
QB_NZ_F_556_120,0.094249288,0.628287479,0.198989921,-0.276052031,-0.351853106,-0.384884681,-0.041313684,0.27402044,0.04112817,0.512374936,0.384732532,-0.444260591,-0.232710555,0.275892389,0.381001752,0.107549041,0.064359962,0.316568012,0.262668556,0.49956191,-0.47873979
QB_NZ_F_559_60,0.778411693,0.26579239,0.4510959,-0.109751982,0.331789684,-0.080361093,-0.005828509,-0.23841949,-0.319533352,0.624481747,0.737161917,0.468958275,0.598187229,-0.160674679,-0.075660483,0.302846416,0.231578382,0.021873456,-0.099419921,0.123442354,0.261672379
QB_NZ_F_559_120,0.621854306,-0.002165758,-0.060772096,-0.203394075,0.095616624,0.641086929,0.347429802,-0.340521687,0.714280805,0.441732072,0.460460956,-0.298404029,0.142728076,0.690159012,0.399140058,0.689294998,-0.341845246,-0.262481475,-0.035592228,-0.313836494,-0.387919789
QB_NZ_F_559_180,0.272534075,-0.952692973,0.037096444,0,0,-0.489373833,0.162285955,-0.349392267,0.868421894,0,0,-0.257281212,-0.82479372,0.314791207,0.327200582,-0.467322791,-0.014037014,-0.159363753,-0.116457415,0.150641517,-0.198100989
QB_NZ_F_559_240,0.050976131,-0.432495352,-0.044460673,0.474083302,0.353781507,0.256939281,-0.249105394,0,0,-0.380641466,-0.628306401,0.091208299,0.173789402,0.60904505,-0.521933301,-0.019110095,-0.052198572,0,0,0.77705916,0.464832218
